status,reason,name,path,source_report
review,needs_manual_review,KEJ Studio™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,© KEJ Studio,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Adobe,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio/Adobe,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Adobe Media Encoder,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio/Adobe/Adobe Media Encoder,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Adobe Media Encoder (Beta),/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio/Adobe/Adobe Media Encoder (Beta),reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Camera Uploads,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/Camera Uploads,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎥 KEJ Studio℠,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎥 KEJ Studio℠,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎥 KEJ Studio℠.🏢,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎥 KEJ Studio℠/🎥 KEJ Studio℠.🏢,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,📤 Outbox.KEJ Studio™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎥 KEJ Studio℠/🎥 KEJ Studio℠.🏢/📤 Outbox.KEJ Studio™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,📬 inbox.KEJ Studio™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎥 KEJ Studio℠/🎥 KEJ Studio℠.🏢/📬 inbox.KEJ Studio™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠.🎥.📨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,∞ OS™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,∞ OS.™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/∞ OS.™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Node.Dropbox.🏝️,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/Node.Dropbox.🏝️,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,drmarchand-google-workspace-pack,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/drmarchand-google-workspace-pack,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,📚 DrMarchand’s ⚛︎ Library™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/📚 DrMarchand’s ⚛︎ Library™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,_NFE_BRIDGE_DO_NOT_DELETE,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/_NFE_BRIDGE_DO_NOT_DELETE,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,design-orchard-dropbox-pack,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Design Orchard LLC - FULL X.DR SYSTEM - ROOT TEST,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/Design Orchard LLC - FULL X.DR SYSTEM - ROOT TEST,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠.🖨️,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🏝️ Design Orchard℠.🖨️,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Design Orchard LLC 🤝 Naples Print Source,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🏝️ Design Orchard℠.🖨️/Design Orchard LLC 🤝 Naples Print Source,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🌴 Design Orchard LLC ©.🖨️,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🏝️ Design Orchard℠.🖨️/🌴 Design Orchard LLC ©.🖨️,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠.🎥,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🏝️ Design Orchard℠.🎥,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠.🎬,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🏝️ Design Orchard℠.🎥/🏝️ Design Orchard℠.🎬,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎨 Creative Canvas,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,KEJ Studio™.📨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/KEJ Studio™.📨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠.🎨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/🏝️ Design Orchard℠.🎨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎨 Creative Canvas,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎨 Creative Canvas.🧑‍🎨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/🎨 Creative Canvas.🧑‍🎨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎨 Creative Canvas.👨‍🎨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/🎨 Creative Canvas.🧑‍🎨/🎨 Creative Canvas.👨‍🎨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,KEJ Studio™.📨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Node.Dropbox.🎨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/Node.Dropbox.🎨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎬 KEJ Studio.📨,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/🎬 KEJ Studio.📨,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎬 KEJ Studio™.📤,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/🎬 KEJ Studio™.📤,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,design@kejstudio.📧,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/design@kejstudio.📧,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎨 Creative Canvas.🖌,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/🎨 Creative Canvas.🖌,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🖌 Artwork,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/🎨 Creative Canvas.🖌/🖌 Artwork,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🖨️ [3099] Naples Print Source.🏝️,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/🖨️ [3099] Naples Print Source.🏝️,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,N 22735 folded rack card for Kindred stones 8 x 7-14 PACKAGE,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/N 22735 folded rack card for Kindred stones 8 x 7-14 PACKAGE,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Document fonts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/N 22735 folded rack card for Kindred stones 8 x 7-14 PACKAGE/Document fonts,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Links,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/N 22735 folded rack card for Kindred stones 8 x 7-14 PACKAGE/Links,reports/authority_registry_20260615_223631.csv
no_mans_land,ghost_deleted_corrupt_or_lost,.Trash,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/.Trash,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,echo-discord-bot,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,docs,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,security,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/security,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,laboratory,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/laboratory,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,business,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/business,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,storage,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/storage,reports/authority_registry_20260615_223631.csv
toolbox,blueprint_layer,architecture,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/architecture,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,provenance,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/provenance,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,history,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/history,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,governance,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/governance,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,infrastructure,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/infrastructure,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,legal,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/legal,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,standards,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/docs/standards,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,logs,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/logs,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,establishment,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/logs/establishment,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,scripts,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/scripts,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,registry,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,security,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/security,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,nodes,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/nodes,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,laboratory,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/laboratory,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,business,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/business,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,storage,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/storage,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,provenance,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/provenance,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,workbench,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/workbench,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,infrastructure,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/infrastructure,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,intellectual-property,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/intellectual-property,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,protocols,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/protocols,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,standards,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/registry/standards,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,.git,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,objects,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,95,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/95,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,59,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/59,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,66,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/66,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,3e,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/3e,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,68,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/68,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,57,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/57,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,6f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/6f,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,03,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/03,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,9b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/9b,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,6a,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/6a,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,32,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/32,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,3c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/3c,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,56,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/56,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,3d,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/3d,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,58,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/58,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,67,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/67,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,0e,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/0e,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,5f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/5f,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,33,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/33,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,9c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/9c,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,02,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/02,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,b5,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/b5,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,b2,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/b2,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,d9,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/d9,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,ac,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ac,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,ad,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ad,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,df,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/df,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,da,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/da,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,a2,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a2,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,a5,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a5,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,d6,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/d6,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,bc,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/bc,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,f3,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/f3,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,eb,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/eb,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,c0,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/c0,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,ee,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ee,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,fc,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/fc,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,f5,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/f5,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,cf,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/cf,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,fe,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/fe,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,c8,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/c8,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,4e,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/4e,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,20,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/20,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,18,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/18,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,4b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/4b,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,pack,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/pack,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,11,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/11,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,29,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/29,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,7c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/7c,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,16,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/16,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,45,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/45,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,1f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/1f,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,73,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/73,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,7b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/7b,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,8a,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/8a,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,10,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/10,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,21,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/21,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,75,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/75,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,81,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/81,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,86,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/86,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,88,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/88,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,9f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/9f,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,6b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/6b,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,38,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/38,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,6e,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/6e,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,9a,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/9a,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,36,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/36,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,5c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/5c,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,5d,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/5d,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,31,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/31,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,info,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/info,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,65,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/65,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,96,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/96,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,54,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/54,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,53,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/53,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,30,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/30,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,5b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/5b,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,08,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/08,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,01,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/01,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,06,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/06,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,6c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/6c,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,39,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/39,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,52,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/52,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,55,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/55,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,63,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/63,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,0f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/0f,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,90,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/90,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,d4,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/d4,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,ba,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ba,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,a0,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a0,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,a7,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a7,reports/authority_registry_20260615_223631.csv
