object_name,path,root_id,authority,status,file_count,path_length,notes
a7,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a7,code_github,code_and_registry_authority,authority_or_active,1,72,
b8,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/b8,code_github,code_and_registry_authority,authority_or_active,1,72,
dc,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/dc,code_github,code_and_registry_authority,authority_or_active,1,72,
a9,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a9,code_github,code_and_registry_authority,authority_or_active,1,72,
af,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/af,code_github,code_and_registry_authority,authority_or_active,1,72,
b7,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/b7,code_github,code_and_registry_authority,authority_or_active,1,72,
a8,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/a8,code_github,code_and_registry_authority,authority_or_active,1,72,
de,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/de,code_github,code_and_registry_authority,authority_or_active,4,72,
b0,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/b0,code_github,code_and_registry_authority,authority_or_active,2,72,
ef,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ef,code_github,code_and_registry_authority,authority_or_active,2,72,
c3,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/c3,code_github,code_and_registry_authority,authority_or_active,1,72,
e1,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/e1,code_github,code_and_registry_authority,authority_or_active,1,72,
cc,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/cc,code_github,code_and_registry_authority,authority_or_active,2,72,
f9,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/f9,code_github,code_and_registry_authority,authority_or_active,1,72,
e8,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/e8,code_github,code_and_registry_authority,authority_or_active,1,72,
ff,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ff,code_github,code_and_registry_authority,authority_or_active,1,72,
c2,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/c2,code_github,code_and_registry_authority,authority_or_active,1,72,
e9,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/e9,code_github,code_and_registry_authority,authority_or_active,1,72,
f1,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/f1,code_github,code_and_registry_authority,authority_or_active,2,72,
ce,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/ce,code_github,code_and_registry_authority,authority_or_active,1,72,
e0,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/e0,code_github,code_and_registry_authority,authority_or_active,1,72,
46,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/46,code_github,code_and_registry_authority,authority_or_active,2,72,
2c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/2c,code_github,code_and_registry_authority,authority_or_active,1,72,
2d,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/2d,code_github,code_and_registry_authority,authority_or_active,2,72,
41,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/41,code_github,code_and_registry_authority,authority_or_active,1,72,
83,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/83,code_github,code_and_registry_authority,authority_or_active,2,72,
1b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/1b,code_github,code_and_registry_authority,authority_or_active,1,72,
1e,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/1e,code_github,code_and_registry_authority,authority_or_active,1,72,
24,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/24,code_github,code_and_registry_authority,authority_or_active,3,72,
4f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/4f,code_github,code_and_registry_authority,authority_or_active,1,72,
15,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/15,code_github,code_and_registry_authority,authority_or_active,1,72,
12,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/12,code_github,code_and_registry_authority,authority_or_active,2,72,
8c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/8c,code_github,code_and_registry_authority,authority_or_active,1,72,
85,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/85,code_github,code_and_registry_authority,authority_or_active,2,72,
71,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/71,code_github,code_and_registry_authority,authority_or_active,2,72,
76,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/76,code_github,code_and_registry_authority,authority_or_active,1,72,
1c,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/1c,code_github,code_and_registry_authority,authority_or_active,1,72,
49,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/49,code_github,code_and_registry_authority,authority_or_active,1,72,
40,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/40,code_github,code_and_registry_authority,authority_or_active,1,72,
2e,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/2e,code_github,code_and_registry_authority,authority_or_active,2,72,
2b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/2b,code_github,code_and_registry_authority,authority_or_active,1,72,
47,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/47,code_github,code_and_registry_authority,authority_or_active,1,72,
8b,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/8b,code_github,code_and_registry_authority,authority_or_active,1,72,
13,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/13,code_github,code_and_registry_authority,authority_or_active,1,72,
7f,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/7f,code_github,code_and_registry_authority,authority_or_active,1,72,
14,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/objects/14,code_github,code_and_registry_authority,authority_or_active,3,72,
info,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/info,code_github,code_and_registry_authority,authority_or_active,1,66,
logs,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/logs,code_github,code_and_registry_authority,authority_or_active,1,66,
refs,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/logs/refs,code_github,code_and_registry_authority,authority_or_active,0,71,
heads,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/logs/refs/heads,code_github,code_and_registry_authority,authority_or_active,1,77,
remotes,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/logs/refs/remotes,code_github,code_and_registry_authority,authority_or_active,0,79,
hooks,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/hooks,code_github,code_and_registry_authority,authority_or_active,14,67,
refs,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/refs,code_github,code_and_registry_authority,authority_or_active,0,66,
heads,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/refs/heads,code_github,code_and_registry_authority,authority_or_active,1,72,
tags,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/refs/tags,code_github,code_and_registry_authority,authority_or_active,0,71,
remotes,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/refs/remotes,code_github,code_and_registry_authority,authority_or_active,0,74,
origin,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/.git/refs/remotes/origin,code_github,code_and_registry_authority,authority_or_active,1,81,
reports,/Users/drmarchandslab.com/Developer/NFE/echo-discord-bot/reports,code_github,code_and_registry_authority,authority_or_active,12,64,
Downloads,/Users/drmarchandslab.com/Downloads,downloads,local_staging,dumpster_or_review,25,35,
.tmp.drivedownload,/Users/drmarchandslab.com/Downloads/.tmp.drivedownload,downloads,local_staging,graveyard_candidate,0,54,quarantine pattern detected
🔬 Downloads,/Users/drmarchandslab.com/Downloads/🔬 Downloads,downloads,local_staging,dumpster_or_review,33,47,
Camera Uploads,/Users/drmarchandslab.com/Downloads/🔬 Downloads/Camera Uploads,downloads,local_staging,dumpster_or_review,2697,62,
Desktop,/Users/drmarchandslab.com/Desktop,desktop,local_staging,dumpster_or_review,4,33,
.tmp.driveupload,/Users/drmarchandslab.com/Desktop/.tmp.driveupload,desktop,local_staging,graveyard_candidate,0,50,quarantine pattern detected
.tmp.drivedownload,/Users/drmarchandslab.com/Desktop/.tmp.drivedownload,desktop,local_staging,graveyard_candidate,0,52,quarantine pattern detected
NFE_SPACE_RECOVERY,/Users/drmarchandslab.com/Desktop/NFE_SPACE_RECOVERY,desktop,local_staging,dumpster_or_review,2,52,
Documents,/Users/drmarchandslab.com/Documents,documents,local_unclassified,dumpster_or_review,11,35,
.tmp.driveupload,/Users/drmarchandslab.com/Documents/.tmp.driveupload,documents,local_unclassified,graveyard_candidate,10,52,quarantine pattern detected
Adobe,/Users/drmarchandslab.com/Documents/Adobe,documents,local_unclassified,dumpster_or_review,2,41,
Adobe Media Encoder (Beta),/Users/drmarchandslab.com/Documents/Adobe/Adobe Media Encoder (Beta),documents,local_unclassified,dumpster_or_review,1,68,
Photoshop Cloud Associates,/Users/drmarchandslab.com/Documents/Adobe/Photoshop Cloud Associates,documents,local_unclassified,dumpster_or_review,1,68,
