basename,path,authority,depth,file_count,path_length,quarantine,duplicate_group_count,authorities_seen,recommended_action
cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli,business_system_authority,6,0,182,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli,landing_bridge_shortcut_layer,5,1,191,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli,legacy_personal_review,5,1,181,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
model-collaboration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/model-collaboration,business_system_authority,6,0,156,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
model-collaboration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/model-collaboration,business_system_authority,5,0,194,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
model-collaboration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/model-collaboration,business_system_authority,6,0,198,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
model-collaboration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/model-collaboration,legacy_personal_review,5,6,197,false,4,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
storage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/storage,business_system_authority,6,0,144,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
storage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/storage,business_system_authority,5,0,182,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
storage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/storage,business_system_authority,6,0,186,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
storage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/storage,legacy_personal_review,5,0,185,false,4,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
_dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/_dml,business_system_authority,6,0,141,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
_dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/_dml,business_system_authority,5,0,179,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
_dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/_dml,business_system_authority,6,0,183,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
_dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/_dml,landing_bridge_shortcut_layer,5,8,192,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
_dml,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/_dml,legacy_personal_review,5,8,182,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/mirrors-force,business_system_authority,6,0,150,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,business_system_authority,5,0,188,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,business_system_authority,6,0,192,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,landing_bridge_shortcut_layer,5,0,201,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
mirrors-force,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/mirrors-force,legacy_personal_review,5,0,191,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/cloud-bridges,business_system_authority,6,0,150,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,business_system_authority,5,0,188,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,business_system_authority,6,0,192,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,landing_bridge_shortcut_layer,5,0,201,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
cloud-bridges,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cloud-bridges,legacy_personal_review,5,0,191,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/scripts,business_system_authority,6,0,144,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Scripts,business_system_authority,3,0,89,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Scripts,business_system_authority,3,0,106,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/scripts,business_system_authority,5,0,182,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Scripts,business_system_authority,4,0,110,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/scripts,business_system_authority,6,0,186,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/scripts,business_system_authority,2,0,87,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/drmarchand-google-workspace-pack/scripts,creative_payload_authority,5,5,146,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack/scripts,creative_payload_authority,5,6,141,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack/design-orchard-lab-dropbox-bridge-pack/scripts,creative_payload_authority,6,7,180,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/🏝️ Design Orchard℠.🎨/drmarchand-creative-canvas-pack/scripts,creative_payload_authority,6,5,178,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/drmarchand-creative-canvas-pack/scripts,creative_payload_authority,6,5,199,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/01_InDesign_System/Scripts,creative_payload_authority,6,1,186,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/Scripts,landing_bridge_shortcut_layer,3,3,119,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/🔬 DrMarchand’s Lab⚛︎ratory™.💻/drmarchand-microsoft-personal-pack/scripts,legacy_personal_review,3,5,137,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/scripts,legacy_personal_review,5,7,185,false,16,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/integrity,business_system_authority,6,0,146,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,business_system_authority,5,0,184,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,business_system_authority,6,0,188,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,landing_bridge_shortcut_layer,5,1,197,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
integrity,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/integrity,legacy_personal_review,5,1,187,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/atlas,business_system_authority,6,0,142,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas,business_system_authority,5,0,180,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas,business_system_authority,6,0,184,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Atlas,business_system_authority,2,0,84,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas,landing_bridge_shortcut_layer,5,1,193,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas,legacy_personal_review,5,1,183,false,6,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
integration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/integration,business_system_authority,5,0,128,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
integration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/integration,business_system_authority,4,0,166,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
integration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/integration,business_system_authority,5,0,170,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
integration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/integration,legacy_personal_review,4,7,169,false,4,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
infinity-os,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/infinity-os,business_system_authority,5,0,128,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
infinity-os,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/infinity-os,business_system_authority,4,0,166,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
infinity-os,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/infinity-os,business_system_authority,5,0,170,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
infinity-os,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/infinity-os,legacy_personal_review,4,0,169,false,4,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/System,business_system_authority,3,0,88,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/System,business_system_authority,3,0,105,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/System,business_system_authority,4,0,109,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/System,landing_bridge_shortcut_layer,3,0,118,false,4,business_system_authority;landing_bridge_shortcut_layer,possible_replace_with_alias_after_verification
Manifest,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/System/Manifest,business_system_authority,4,0,97,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Manifest,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/System/Manifest,business_system_authority,4,0,114,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Manifest,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/System/Manifest,business_system_authority,5,0,118,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Manifest,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/System/Manifest,landing_bridge_shortcut_layer,4,2,127,false,4,business_system_authority;landing_bridge_shortcut_layer,possible_replace_with_alias_after_verification
Desktop,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Logs/Desktop,business_system_authority,4,0,94,false,4,business_system_authority;legacy_personal_review;local_unclassified,candidate_duplicate_review
Desktop,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Personal/Design Orchard LLC/DrMarchand’s Laboratory/DrMarchand-OS/Desktop,legacy_personal_review,4,0,128,false,4,business_system_authority;legacy_personal_review;local_unclassified,possible_replace_with_alias_after_verification
Desktop,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/📚 DrMarchand’s ⚛︎ Library™.🖥️/Desktop,legacy_personal_review,2,0,102,false,4,business_system_authority;legacy_personal_review;local_unclassified,possible_replace_with_alias_after_verification
Desktop,/Users/drmarchandslab.com/Desktop,local_unclassified,0,4,33,false,4,business_system_authority;legacy_personal_review;local_unclassified,possible_replace_with_alias_after_verification
drmarchandslab.com,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Users/drmarchandslab.com,business_system_authority,4,0,106,false,3,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
drmarchandslab.com,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™/👥 Users/drmarchand420/drmarchandslab.com,business_system_authority,6,0,146,false,3,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
drmarchandslab.com,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/© DrMarchand’s ⚛︎ Lab™/👥 Users/drmarchand420/drmarchandslab.com,landing_bridge_shortcut_layer,5,0,155,false,3,business_system_authority;landing_bridge_shortcut_layer,possible_replace_with_alias_after_verification
Library,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Users/drmarchandslab.com/Library,business_system_authority,5,0,114,false,2,business_system_authority;legacy_personal_review,candidate_duplicate_review
Library,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/📚 DrMarchand’s ⚛︎ Library™.🖥️/DrMarchands Laboratory™.⚛︎/Library,legacy_personal_review,3,0,129,false,2,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Users/drmarchandslab.com/Library/CloudStorage,business_system_authority,6,0,127,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review
CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_Studio_Creative_Canvas/CloudStorage,creative_payload_authority,6,0,188,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review
CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/🏝️ Design Orchard℠.🎨/DesignOrchardLLC_CreativeCanvas_ServiceRoot/CloudStorage,creative_payload_authority,6,0,195,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review
CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/DesignOrchardLLC_CreativeCanvas_ServiceRoot/CloudStorage,creative_payload_authority,6,0,216,false,5,business_system_authority;creative_payload_authority,candidate_duplicate_review
CloudStorage,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/DesignOrchardLLC_KEJ_Studio_CreativeGuild_Canvas/CloudStorage,creative_payload_authority,6,0,221,false,5,business_system_authority;creative_payload_authority,pirate_flag_long_path_review
Meetings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Meetings,business_system_authority,3,0,90,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Meetings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Meetings,business_system_authority,3,0,107,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Meetings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Meetings,business_system_authority,4,0,111,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
